scenario_name,replicate_id,c_index,duration_sec,ghost_estimator,survival_model,error,variable,relevance_score,relevance_rank
Linear_Corr_RSF_RFGhost,10,0.8591293047433398,0.717266321182251,rf,rsf,,X2,1231.8783225661402,2
Linear_Corr_RSF_RFGhost,10,0.8591293047433398,0.717266321182251,rf,rsf,,X3,378.07230232693234,3
Linear_Corr_RSF_RFGhost,10,0.8591293047433398,0.717266321182251,rf,rsf,,X4,44.19415276502063,4
Linear_Corr_RSF_RFGhost,10,0.8591293047433398,0.717266321182251,rf,rsf,,X5,13.616547047030565,5
Linear_Corr_RSF_RFGhost,11,0.8396167724275228,0.7556271553039551,rf,rsf,,X1,2506.1428099411346,1
Linear_Corr_RSF_RFGhost,11,0.8396167724275228,0.7556271553039551,rf,rsf,,X2,955.5754039130034,2
Linear_Corr_RSF_RFGhost,11,0.8396167724275228,0.7556271553039551,rf,rsf,,X3,695.2077492897741,3
Linear_Corr_RSF_RFGhost,11,0.8396167724275228,0.7556271553039551,rf,rsf,,X4,48.753494618966414,4
Linear_Corr_RSF_RFGhost,11,0.8396167724275228,0.7556271553039551,rf,rsf,,X5,4.865903725489613,5
Linear_Corr_RSF_RFGhost,12,0.7981984236206681,0.8432753086090088,rf,rsf,,X1,2083.1028981809,2
Linear_Corr_RSF_RFGhost,12,0.7981984236206681,0.8432753086090088,rf,rsf,,X2,2126.1815057605495,1
Linear_Corr_RSF_RFGhost,12,0.7981984236206681,0.8432753086090088,rf,rsf,,X3,599.4289244932093,3
Linear_Corr_RSF_RFGhost,12,0.7981984236206681,0.8432753086090088,rf,rsf,,X4,63.87256145780927,4
Linear_Corr_RSF_RFGhost,12,0.7981984236206681,0.8432753086090088,rf,rsf,,X5,18.434648741336932,5
Linear_Corr_RSF_RFGhost,13,0.8207297058452215,0.8326718807220459,rf,rsf,,X1,1272.6637771400713,1
Linear_Corr_RSF_RFGhost,13,0.8207297058452215,0.8326718807220459,rf,rsf,,X2,1120.1688119466246,2
Linear_Corr_RSF_RFGhost,13,0.8207297058452215,0.8326718807220459,rf,rsf,,X3,580.9020824248242,3
Linear_Corr_RSF_RFGhost,13,0.8207297058452215,0.8326718807220459,rf,rsf,,X4,29.64712007786639,5
Linear_Corr_RSF_RFGhost,13,0.8207297058452215,0.8326718807220459,rf,rsf,,X5,36.18311034823678,4
Linear_Corr_RSF_RFGhost,14,0.8075189753320683,0.8892521858215332,rf,rsf,,X1,1375.0027349107543,1
Linear_Corr_RSF_RFGhost,14,0.8075189753320683,0.8892521858215332,rf,rsf,,X2,809.5162520331377,2
Linear_Corr_RSF_RFGhost,14,0.8075189753320683,0.8892521858215332,rf,rsf,,X3,402.0621813647659,3
Linear_Corr_RSF_RFGhost,14,0.8075189753320683,0.8892521858215332,rf,rsf,,X4,127.11363533648502,4
Linear_Corr_RSF_RFGhost,14,0.8075189753320683,0.8892521858215332,rf,rsf,,X5,4.221936454138064,5
Linear_Corr_RSF_RFGhost,15,0.7939501328945703,0.7880594730377197,rf,rsf,,X1,770.5420267631434,2
Linear_Corr_RSF_RFGhost,15,0.7939501328945703,0.7880594730377197,rf,rsf,,X2,2536.2862661282284,1
Linear_Corr_RSF_RFGhost,15,0.7939501328945703,0.7880594730377197,rf,rsf,,X3,690.9269974409401,3
Linear_Corr_RSF_RFGhost,15,0.7939501328945703,0.7880594730377197,rf,rsf,,X4,26.728297667643535,4
Linear_Corr_RSF_RFGhost,15,0.7939501328945703,0.7880594730377197,rf,rsf,,X5,6.428758552631566,5
Linear_Corr_RSF_RFGhost,16,0.8192567567567568,0.8357818126678467,rf,rsf,,X1,1268.7886995459087,2
Linear_Corr_RSF_RFGhost,16,0.8192567567567568,0.8357818126678467,rf,rsf,,X2,1760.9159611898149,1
Linear_Corr_RSF_RFGhost,16,0.8192567567567568,0.8357818126678467,rf,rsf,,X3,864.5312518087948,3
Linear_Corr_RSF_RFGhost,16,0.8192567567567568,0.8357818126678467,rf,rsf,,X4,101.03343363125097,4
Linear_Corr_RSF_RFGhost,16,0.8192567567567568,0.8357818126678467,rf,rsf,,X5,11.599904005284868,5
Linear_Corr_RSF_RFGhost,17,0.8396560445118867,0.8924403190612793,rf,rsf,,X1,1554.0997285224566,2
Linear_Corr_RSF_RFGhost,17,0.8396560445118867,0.8924403190612793,rf,rsf,,X2,1906.7476544833369,1
Linear_Corr_RSF_RFGhost,17,0.8396560445118867,0.8924403190612793,rf,rsf,,X3,578.9213541055664,3
Linear_Corr_RSF_RFGhost,17,0.8396560445118867,0.8924403190612793,rf,rsf,,X4,83.74696224046072,4
Linear_Corr_RSF_RFGhost,17,0.8396560445118867,0.8924403190612793,rf,rsf,,X5,5.2336019579934945,5
Linear_Corr_RSF_RFGhost,18,0.8098017755077223,0.9441180229187012,rf,rsf,,X1,1049.996508492775,1
Linear_Corr_RSF_RFGhost,18,0.8098017755077223,0.9441180229187012,rf,rsf,,X2,1022.2102816706663,2
Linear_Corr_RSF_RFGhost,18,0.8098017755077223,0.9441180229187012,rf,rsf,,X3,765.4283756160532,3
Linear_Corr_RSF_RFGhost,18,0.8098017755077223,0.9441180229187012,rf,rsf,,X4,86.72511283774388,4
Linear_Corr_RSF_RFGhost,18,0.8098017755077223,0.9441180229187012,rf,rsf,,X5,9.321081127841005,5
Linear_Corr_RSF_RFGhost,19,0.849291019581364,1.2210919857025146,rf,rsf,,X1,1891.28108758354,1
Linear_Corr_RSF_RFGhost,19,0.849291019581364,1.2210919857025146,rf,rsf,,X2,1416.2175807460335,2
Linear_Corr_RSF_RFGhost,19,0.849291019581364,1.2210919857025146,rf,rsf,,X3,866.3431302912948,3
Linear_Corr_RSF_RFGhost,19,0.849291019581364,1.2210919857025146,rf,rsf,,X4,16.567181314424044,4
Linear_Corr_RSF_RFGhost,19,0.849291019581364,1.2210919857025146,rf,rsf,,X5,12.14876102865226,5
Linear_Corr_RSF_RFGhost,20,0.8267152121970646,0.9941365718841553,rf,rsf,,X1,2572.9826911871323,1
Linear_Corr_RSF_RFGhost,20,0.8267152121970646,0.9941365718841553,rf,rsf,,X2,984.5904490128963,3
Linear_Corr_RSF_RFGhost,20,0.8267152121970646,0.9941365718841553,rf,rsf,,X3,1239.6492363395655,2
Linear_Corr_RSF_RFGhost,20,0.8267152121970646,0.9941365718841553,rf,rsf,,X4,98.94143374628494,4
Linear_Corr_RSF_RFGhost,20,0.8267152121970646,0.9941365718841553,rf,rsf,,X5,3.863704545105126,5
Linear_Corr_RSF_RFGhost,21,0.8411379657603223,0.9954345226287842,rf,rsf,,X1,1188.1933281653744,2
Linear_Corr_RSF_RFGhost,21,0.8411379657603223,0.9954345226287842,rf,rsf,,X2,1049.7476968017522,3
Linear_Corr_RSF_RFGhost,21,0.8411379657603223,0.9954345226287842,rf,rsf,,X3,1320.250930951537,1
Linear_Corr_RSF_RFGhost,21,0.8411379657603223,0.9954345226287842,rf,rsf,,X4,17.73853078012032,4
Linear_Corr_RSF_RFGhost,21,0.8411379657603223,0.9954345226287842,rf,rsf,,X5,14.894330813394948,5
Linear_Corr_RSF_RFGhost,22,0.7987850235556657,1.074756145477295,rf,rsf,,X1,1404.5046231144154,1
Linear_Corr_RSF_RFGhost,22,0.7987850235556657,1.074756145477295,rf,rsf,,X2,1301.9353924748568,2
Linear_Corr_RSF_RFGhost,22,0.7987850235556657,1.074756145477295,rf,rsf,,X3,489.2308022081977,3
Linear_Corr_RSF_RFGhost,22,0.7987850235556657,1.074756145477295,rf,rsf,,X4,24.60229446088007,4
Linear_Corr_RSF_RFGhost,22,0.7987850235556657,1.074756145477295,rf,rsf,,X5,7.876177603146008,5
Linear_Corr_RSF_RFGhost,23,0.8192394295721791,0.8717741966247559,rf,rsf,,X1,1724.6966626801197,1
Linear_Corr_RSF_RFGhost,23,0.8192394295721791,0.8717741966247559,rf,rsf,,X2,1572.2789068001505,2
Linear_Corr_RSF_RFGhost,23,0.8192394295721791,0.8717741966247559,rf,rsf,,X3,834.3728146696368,3
Linear_Corr_RSF_RFGhost,23,0.8192394295721791,0.8717741966247559,rf,rsf,,X4,122.23243485375363,4
Linear_Corr_RSF_RFGhost,23,0.8192394295721791,0.8717741966247559,rf,rsf,,X5,4.844886723327914,5
Linear_Corr_RSF_RFGhost,24,0.8167705515700341,0.8745689392089844,rf,rsf,,X1,2025.0776218406345,1
Linear_Corr_RSF_RFGhost,24,0.8167705515700341,0.8745689392089844,rf,rsf,,X2,1161.0923927803979,2
Linear_Corr_RSF_RFGhost,24,0.8167705515700341,0.8745689392089844,rf,rsf,,X3,1036.9523439996942,3
Linear_Corr_RSF_RFGhost,24,0.8167705515700341,0.8745689392089844,rf,rsf,,X4,149.47855859945568,4
Linear_Corr_RSF_RFGhost,24,0.8167705515700341,0.8745689392089844,rf,rsf,,X5,8.78681017799771,5
Linear_Corr_RSF_RFGhost,25,0.8192931493585088,0.880171537399292,rf,rsf,,X1,1850.5134474793279,2
Linear_Corr_RSF_RFGhost,25,0.8192931493585088,0.880171537399292,rf,rsf,,X2,1933.5741064826082,1
Linear_Corr_RSF_RFGhost,25,0.8192931493585088,0.880171537399292,rf,rsf,,X3,770.0774640002469,3
Linear_Corr_RSF_RFGhost,25,0.8192931493585088,0.880171537399292,rf,rsf,,X4,33.24994955281608,4
Linear_Corr_RSF_RFGhost,25,0.8192931493585088,0.880171537399292,rf,rsf,,X5,12.683831948387848,5
Linear_Corr_RSF_RFGhost,26,0.826075981320207,0.883638858795166,rf,rsf,,X1,1104.6364803472359,1
Linear_Corr_RSF_RFGhost,26,0.826075981320207,0.883638858795166,rf,rsf,,X2,891.8851748126439,3
Linear_Corr_RSF_RFGhost,26,0.826075981320207,0.883638858795166,rf,rsf,,X3,1088.0709260055603,2
Linear_Corr_RSF_RFGhost,26,0.826075981320207,0.883638858795166,rf,rsf,,X4,77.88332948707162,4
Linear_Corr_RSF_RFGhost,26,0.826075981320207,0.883638858795166,rf,rsf,,X5,8.067877957200817,5
Linear_Corr_RSF_RFGhost,27,0.8134290753338372,0.7923495769500732,rf,rsf,,X1,922.5707447777442,2
Linear_Corr_RSF_RFGhost,27,0.8134290753338372,0.7923495769500732,rf,rsf,,X2,1987.2836182674262,1
Linear_Corr_RSF_RFGhost,27,0.8134290753338372,0.7923495769500732,rf,rsf,,X3,714.953445410172,3
Linear_Corr_RSF_RFGhost,27,0.8134290753338372,0.7923495769500732,rf,rsf,,X4,27.594005114437792,5
Linear_Corr_RSF_RFGhost,27,0.8134290753338372,0.7923495769500732,rf,rsf,,X5,35.35849333379777,4
Linear_Corr_RSF_RFGhost,28,0.8485576923076923,0.8725950717926025,rf,rsf,,X1,1116.9704679178,2
Linear_Corr_RSF_RFGhost,28,0.8485576923076923,0.8725950717926025,rf,rsf,,X2,2256.6580061663944,1
Linear_Corr_RSF_RFGhost,28,0.8485576923076923,0.8725950717926025,rf,rsf,,X3,1085.4036775082093,3
Linear_Corr_RSF_RFGhost,28,0.8485576923076923,0.8725950717926025,rf,rsf,,X4,50.34984580422251,4
Linear_Corr_RSF_RFGhost,28,0.8485576923076923,0.8725950717926025,rf,rsf,,X5,6.725254270121538,5
Linear_Corr_RSF_RFGhost,29,0.847139303482587,0.8716697692871094,rf,rsf,,X1,1074.3818614882948,2
Linear_Corr_RSF_RFGhost,29,0.847139303482587,0.8716697692871094,rf,rsf,,X2,1422.3878227208136,1
Linear_Corr_RSF_RFGhost,29,0.847139303482587,0.8716697692871094,rf,rsf,,X3,876.6891888911251,3
Linear_Corr_RSF_RFGhost,29,0.847139303482587,0.8716697692871094,rf,rsf,,X4,43.11348890287599,4
Linear_Corr_RSF_RFGhost,29,0.847139303482587,0.8716697692871094,rf,rsf,,X5,7.5821748241604805,5
NonLinear_Uncorr_RSF_RFGhost,0,0.7416918429003021,0.903388261795044,rf,rsf,,X1,2577.8188370522616,1
NonLinear_Uncorr_RSF_RFGhost,0,0.7416918429003021,0.903388261795044,rf,rsf,,X2,2154.7259638155183,3
NonLinear_Uncorr_RSF_RFGhost,0,0.7416918429003021,0.903388261795044,rf,rsf,,X3,2369.975221407249,2
NonLinear_Uncorr_RSF_RFGhost,0,0.7416918429003021,0.903388261795044,rf,rsf,,X4,54.85984540236961,4
NonLinear_Uncorr_RSF_RFGhost,0,0.7416918429003021,0.903388261795044,rf,rsf,,X5,48.469847647144086,5
NonLinear_Uncorr_RSF_RFGhost,1,0.7135583185316755,0.920764684677124,rf,rsf,,X1,4278.796500720035,1
NonLinear_Uncorr_RSF_RFGhost,1,0.7135583185316755,0.920764684677124,rf,rsf,,X2,960.4415134563712,2
NonLinear_Uncorr_RSF_RFGhost,1,0.7135583185316755,0.920764684677124,rf,rsf,,X3,550.0366565044668,3
NonLinear_Uncorr_RSF_RFGhost,1,0.7135583185316755,0.920764684677124,rf,rsf,,X4,48.30045239037738,5
NonLinear_Uncorr_RSF_RFGhost,1,0.7135583185316755,0.920764684677124,rf,rsf,,X5,49.07371492398924,4
NonLinear_Uncorr_RSF_RFGhost,2,0.7046805349182764,0.865537166595459,rf,rsf,,X1,4565.21116995966,1
NonLinear_Uncorr_RSF_RFGhost,2,0.7046805349182764,0.865537166595459,rf,rsf,,X2,2188.8128828511976,2
NonLinear_Uncorr_RSF_RFGhost,2,0.7046805349182764,0.865537166595459,rf,rsf,,X3,277.83345356257485,3
NonLinear_Uncorr_RSF_RFGhost,2,0.7046805349182764,0.865537166595459,rf,rsf,,X4,35.66149251320748,5
NonLinear_Uncorr_RSF_RFGhost,2,0.7046805349182764,0.865537166595459,rf,rsf,,X5,38.51287221098714,4
NonLinear_Uncorr_RSF_RFGhost,3,0.7742077464788732,0.844588041305542,rf,rsf,,X1,4834.639327560457,1
NonLinear_Uncorr_RSF_RFGhost,3,0.7742077464788732,0.844588041305542,rf,rsf,,X2,751.5375018025176,3
NonLinear_Uncorr_RSF_RFGhost,3,0.7742077464788732,0.844588041305542,rf,rsf,,X3,917.0832235666054,2
NonLinear_Uncorr_RSF_RFGhost,3,0.7742077464788732,0.844588041305542,rf,rsf,,X4,34.30575295782217,5
NonLinear_Uncorr_RSF_RFGhost,3,0.7742077464788732,0.844588041305542,rf,rsf,,X5,65.57347108768997,4
NonLinear_Uncorr_RSF_RFGhost,4,0.7101615305304159,0.919081449508667,rf,rsf,,X1,3763.8705930289098,1
NonLinear_Uncorr_RSF_RFGhost,4,0.7101615305304159,0.919081449508667,rf,rsf,,X2,1499.1830742624784,3
NonLinear_Uncorr_RSF_RFGhost,4,0.7101615305304159,0.919081449508667,rf,rsf,,X3,1901.73760634372,2
NonLinear_Uncorr_RSF_RFGhost,4,0.7101615305304159,0.919081449508667,rf,rsf,,X4,26.7216295216809,5
NonLinear_Uncorr_RSF_RFGhost,4,0.7101615305304159,0.919081449508667,rf,rsf,,X5,48.31025234006955,4
NonLinear_Uncorr_RSF_RFGhost,5,0.7040178571428571,0.785050630569458,rf,rsf,,X1,7716.5302364191875,1
NonLinear_Uncorr_RSF_RFGhost,5,0.7040178571428571,0.785050630569458,rf,rsf,,X2,2920.2790583316278,2
NonLinear_Uncorr_RSF_RFGhost,5,0.7040178571428571,0.785050630569458,rf,rsf,,X3,775.1880792325647,3
NonLinear_Uncorr_RSF_RFGhost,5,0.7040178571428571,0.785050630569458,rf,rsf,,X4,23.510436599083604,5
NonLinear_Uncorr_RSF_RFGhost,5,0.7040178571428571,0.785050630569458,rf,rsf,,X5,43.35672942002279,4
NonLinear_Uncorr_RSF_RFGhost,6,0.6988902871524997,0.7667500972747803,rf,rsf,,X1,2792.873095129026,1
NonLinear_Uncorr_RSF_RFGhost,6,0.6988902871524997,0.7667500972747803,rf,rsf,,X2,1432.831252176025,2
NonLinear_Uncorr_RSF_RFGhost,6,0.6988902871524997,0.7667500972747803,rf,rsf,,X3,571.0672198559466,3
NonLinear_Uncorr_RSF_RFGhost,6,0.6988902871524997,0.7667500972747803,rf,rsf,,X4,121.53202101097283,4
NonLinear_Uncorr_RSF_RFGhost,6,0.6988902871524997,0.7667500972747803,rf,rsf,,X5,15.754332479634492,5
NonLinear_Uncorr_RSF_RFGhost,7,0.7419580419580419,0.8637933731079102,rf,rsf,,X1,4252.555772855772,1
NonLinear_Uncorr_RSF_RFGhost,7,0.7419580419580419,0.8637933731079102,rf,rsf,,X2,1979.232067918377,2
NonLinear_Uncorr_RSF_RFGhost,7,0.7419580419580419,0.8637933731079102,rf,rsf,,X3,923.8886948469694,3
NonLinear_Uncorr_RSF_RFGhost,7,0.7419580419580419,0.8637933731079102,rf,rsf,,X4,241.3042924102811,4
NonLinear_Uncorr_RSF_RFGhost,7,0.7419580419580419,0.8637933731079102,rf,rsf,,X5,13.786423744278718,5
NonLinear_Uncorr_RSF_RFGhost,8,0.796584035108528,0.8146007061004639,rf,rsf,,X1,3545.999393180834,1
NonLinear_Uncorr_RSF_RFGhost,8,0.796584035108528,0.8146007061004639,rf,rsf,,X2,1057.7533830262014,2
NonLinear_Uncorr_RSF_RFGhost,8,0.796584035108528,0.8146007061004639,rf,rsf,,X3,908.7169678372484,3
NonLinear_Uncorr_RSF_RFGhost,8,0.796584035108528,0.8146007061004639,rf,rsf,,X4,20.638412149285852,5
NonLinear_Uncorr_RSF_RFGhost,8,0.796584035108528,0.8146007061004639,rf,rsf,,X5,171.16358215673694,4
NonLinear_Uncorr_RSF_RFGhost,9,0.7269898264512268,0.8133971691131592,rf,rsf,,X1,2757.882709907589,1
NonLinear_Uncorr_RSF_RFGhost,9,0.7269898264512268,0.8133971691131592,rf,rsf,,X2,1796.3429241676838,2
NonLinear_Uncorr_RSF_RFGhost,9,0.7269898264512268,0.8133971691131592,rf,rsf,,X3,1020.8151613735547,3
NonLinear_Uncorr_RSF_RFGhost,9,0.7269898264512268,0.8133971691131592,rf,rsf,,X4,56.041198406900854,4
NonLinear_Uncorr_RSF_RFGhost,9,0.7269898264512268,0.8133971691131592,rf,rsf,,X5,41.03466335695332,5
NonLinear_Uncorr_RSF_RFGhost,10,0.689099193831055,0.8592870235443115,rf,rsf,,X1,4393.627569351491,1
NonLinear_Uncorr_RSF_RFGhost,10,0.689099193831055,0.8592870235443115,rf,rsf,,X2,2543.42692485236,2
NonLinear_Uncorr_RSF_RFGhost,10,0.689099193831055,0.8592870235443115,rf,rsf,,X3,529.410014279115,3
NonLinear_Uncorr_RSF_RFGhost,10,0.689099193831055,0.8592870235443115,rf,rsf,,X4,86.17377396287414,4
NonLinear_Uncorr_RSF_RFGhost,10,0.689099193831055,0.8592870235443115,rf,rsf,,X5,33.54034101111156,5
NonLinear_Uncorr_RSF_RFGhost,11,0.750122970978849,0.8585333824157715,rf,rsf,,X1,2795.002225064636,1
NonLinear_Uncorr_RSF_RFGhost,11,0.750122970978849,0.8585333824157715,rf,rsf,,X2,1226.0639439222182,3
NonLinear_Uncorr_RSF_RFGhost,11,0.750122970978849,0.8585333824157715,rf,rsf,,X3,1249.1997836945816,2
NonLinear_Uncorr_RSF_RFGhost,11,0.750122970978849,0.8585333824157715,rf,rsf,,X4,14.051592451484694,5
NonLinear_Uncorr_RSF_RFGhost,11,0.750122970978849,0.8585333824157715,rf,rsf,,X5,50.79433612071991,4
NonLinear_Uncorr_RSF_RFGhost,12,0.7591817759181776,0.8407924175262451,rf,rsf,,X1,2768.8605070356953,1
NonLinear_Uncorr_RSF_RFGhost,12,0.7591817759181776,0.8407924175262451,rf,rsf,,X2,1484.2855274420147,2
NonLinear_Uncorr_RSF_RFGhost,12,0.7591817759181776,0.8407924175262451,rf,rsf,,X3,642.9313576785735,3
NonLinear_Uncorr_RSF_RFGhost,12,0.7591817759181776,0.8407924175262451,rf,rsf,,X4,29.28583571459272,5
NonLinear_Uncorr_RSF_RFGhost,12,0.7591817759181776,0.8407924175262451,rf,rsf,,X5,40.26148511512889,4
NonLinear_Uncorr_RSF_RFGhost,13,0.6862064978610244,0.8543965816497803,rf,rsf,,X1,4792.482334296729,1
NonLinear_Uncorr_RSF_RFGhost,13,0.6862064978610244,0.8543965816497803,rf,rsf,,X2,762.7860440019263,3
NonLinear_Uncorr_RSF_RFGhost,13,0.6862064978610244,0.8543965816497803,rf,rsf,,X3,2196.981460824788,2
NonLinear_Uncorr_RSF_RFGhost,13,0.6862064978610244,0.8543965816497803,rf,rsf,,X4,119.92271542548794,4
NonLinear_Uncorr_RSF_RFGhost,13,0.6862064978610244,0.8543965816497803,rf,rsf,,X5,27.902731590592253,5
NonLinear_Uncorr_RSF_RFGhost,14,0.7062928791104802,0.8514525890350342,rf,rsf,,X1,5149.72801383526,1
NonLinear_Uncorr_RSF_RFGhost,14,0.7062928791104802,0.8514525890350342,rf,rsf,,X2,2478.9717086310065,2
NonLinear_Uncorr_RSF_RFGhost,14,0.7062928791104802,0.8514525890350342,rf,rsf,,X3,873.4259783210895,3
NonLinear_Uncorr_RSF_RFGhost,14,0.7062928791104802,0.8514525890350342,rf,rsf,,X4,107.47069537985651,4
NonLinear_Uncorr_RSF_RFGhost,14,0.7062928791104802,0.8514525890350342,rf,rsf,,X5,38.19413074497066,5
NonLinear_Uncorr_RSF_RFGhost,15,0.6743662639185027,0.8713924884796143,rf,rsf,,X1,3033.216035947914,1
NonLinear_Uncorr_RSF_RFGhost,15,0.6743662639185027,0.8713924884796143,rf,rsf,,X2,1361.3114356409285,2
NonLinear_Uncorr_RSF_RFGhost,15,0.6743662639185027,0.8713924884796143,rf,rsf,,X3,1057.426040747334,3
NonLinear_Uncorr_RSF_RFGhost,15,0.6743662639185027,0.8713924884796143,rf,rsf,,X4,55.278975793470444,4
NonLinear_Uncorr_RSF_RFGhost,15,0.6743662639185027,0.8713924884796143,rf,rsf,,X5,26.200362226882657,5
NonLinear_Uncorr_RSF_RFGhost,16,0.7421491378325911,0.8417673110961914,rf,rsf,,X1,3996.0931595412035,1
NonLinear_Uncorr_RSF_RFGhost,16,0.7421491378325911,0.8417673110961914,rf,rsf,,X2,884.0898270418136,2
NonLinear_Uncorr_RSF_RFGhost,16,0.7421491378325911,0.8417673110961914,rf,rsf,,X3,807.3673332968377,3
NonLinear_Uncorr_RSF_RFGhost,16,0.7421491378325911,0.8417673110961914,rf,rsf,,X4,47.30474855748186,5
NonLinear_Uncorr_RSF_RFGhost,16,0.7421491378325911,0.8417673110961914,rf,rsf,,X5,134.6046547568075,4
NonLinear_Uncorr_RSF_RFGhost,17,0.6611389919266856,0.7635219097137451,rf,rsf,,X1,3705.184183470156,1
NonLinear_Uncorr_RSF_RFGhost,17,0.6611389919266856,0.7635219097137451,rf,rsf,,X2,1820.525426671339,2
NonLinear_Uncorr_RSF_RFGhost,17,0.6611389919266856,0.7635219097137451,rf,rsf,,X3,709.2839987057864,3
NonLinear_Uncorr_RSF_RFGhost,17,0.6611389919266856,0.7635219097137451,rf,rsf,,X4,111.85926176351381,4
NonLinear_Uncorr_RSF_RFGhost,17,0.6611389919266856,0.7635219097137451,rf,rsf,,X5,42.01885959225456,5
NonLinear_Uncorr_RSF_RFGhost,18,0.765323359073359,0.7615513801574707,rf,rsf,,X1,3122.4609797844973,1
NonLinear_Uncorr_RSF_RFGhost,18,0.765323359073359,0.7615513801574707,rf,rsf,,X2,831.7293933084728,3
NonLinear_Uncorr_RSF_RFGhost,18,0.765323359073359,0.7615513801574707,rf,rsf,,X3,1030.3273830157177,2
NonLinear_Uncorr_RSF_RFGhost,18,0.765323359073359,0.7615513801574707,rf,rsf,,X4,61.8611913609423,4
NonLinear_Uncorr_RSF_RFGhost,18,0.765323359073359,0.7615513801574707,rf,rsf,,X5,30.01875768914703,5
NonLinear_Uncorr_RSF_RFGhost,19,0.7426194004331471,0.7498974800109863,rf,rsf,,X1,3155.034154878867,1
NonLinear_Uncorr_RSF_RFGhost,19,0.7426194004331471,0.7498974800109863,rf,rsf,,X2,1790.6799340148925,2
NonLinear_Uncorr_RSF_RFGhost,19,0.7426194004331471,0.7498974800109863,rf,rsf,,X3,1164.7025633326166,3
NonLinear_Uncorr_RSF_RFGhost,19,0.7426194004331471,0.7498974800109863,rf,rsf,,X4,17.898186925723643,5
NonLinear_Uncorr_RSF_RFGhost,19,0.7426194004331471,0.7498974800109863,rf,rsf,,X5,115.05874405515884,4
NonLinear_Uncorr_RSF_RFGhost,20,0.739430846703361,0.7671623229980469,rf,rsf,,X1,3185.9305801213663,2
